Debtor,Tuition fees up to date,Scholarship holder,Admission grade,Previous qualification (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Mother's qualification,Father's qualification,Target,Mother_qual_code,Father_qual_code,Mother_qual_label,Father_qual_label
No,Yes,No,130.0,130.0,5,5,0,0.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,122.8,127.0,5,10,2,14.5,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,108.7,115.0,6,9,5,10.8,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,136.7,147.0,7,7,7,13.995714285714287,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,119.1,132.0,6,8,6,13.285714285714286,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,151.3,146.0,12,12,12,12.75,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,108.3,109.0,6,15,2,10.5,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,Yes,127.4,133.0,7,7,7,12.714285714285714,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,124.0,124.0,8,8,8,12.88625,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,155.0,133.1,6,7,5,13.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,114.0,121.0,5,7,5,12.2,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,118.9,129.0,5,8,4,12.8,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,160.0,160.0,11,15,11,13.785714285714286,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,126.1,131.0,5,5,0,0.0,3,19,Enrolled,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,Yes,136.5,150.0,8,8,8,14.50125,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,122.3,130.0,7,7,6,14.35,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,128.0,133.1,6,6,6,11.5,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,Yes,156.5,154.0,6,8,6,11.714285714285714,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,125.7,126.0,6,9,6,13.571428571428571,37,19,Enrolled,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,143.0,150.0,6,6,5,13.0,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,131.9,141.0,7,8,7,13.56875,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,113.7,134.0,5,5,5,10.2,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,155.1,146.0,0,0,0,0.0,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,121.1,134.0,6,8,5,12.2,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,130.3,139.0,8,8,8,14.15375,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,123.3,136.0,8,8,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,117.4,110.0,6,7,6,13.833333333333334,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,140.3,135.0,6,7,6,13.428571428571429,1,12,Enrolled,1,12,Secondary Education - 12th Year,11th Year - Other
No,Yes,No,120.0,129.0,8,8,7,12.454285714285716,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,133.4,139.0,5,9,1,11.0,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,126.7,137.0,7,0,0,0.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,129.3,138.0,7,8,6,13.271666666666668,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,125.7,136.0,7,8,6,13.548333333333334,3,38,Enrolled,3,38,Higher Education - Degree,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,144.8,143.0,6,6,6,12.166666666666666,3,3,Enrolled,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,98.6,133.1,6,16,2,11.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,Yes,126.9,136.0,7,7,7,13.285714285714286,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,146.7,139.0,6,6,6,13.333333333333334,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,117.0,125.0,8,8,8,13.2575,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,130.0,130.0,6,7,0,0.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,No,Yes,125.8,137.0,6,10,6,12.666666666666666,1,38,Dropout,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,160.0,130.0,5,5,5,14.6,3,1,Dropout,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,134.2,130.0,5,13,0,0.0,9,19,Dropout,9,19,12th Year - Not Completed,Basic Education - 3rd Cycle
No,No,No,96.0,160.0,5,7,3,12.333333333333334,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,101.8,100.0,5,5,5,10.8,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,125.2,136.0,6,7,6,11.666666666666666,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,100.0,117.0,6,6,4,12.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,140.0,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,120.0,132.0,6,6,6,15.333333333333334,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,134.3,147.0,8,8,7,14.2,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,144.7,158.0,6,6,6,14.833333333333334,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,131.9,142.0,7,7,7,13.642857142857142,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,136.7,143.0,6,6,6,13.833333333333334,1,38,Dropout,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,129.8,135.0,6,6,6,11.833333333333334,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,146.5,160.0,6,7,6,13.428571428571429,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,122.5,120.0,13,16,8,10.5,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,117.8,133.1,7,10,6,11.416666666666666,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,106.0,133.1,7,16,2,12.75,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,119.0,133.0,7,10,6,11.15,1,38,Enrolled,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,115.1,120.0,6,8,3,11.666666666666666,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,116.9,106.0,6,7,6,11.5,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,141.7,148.0,6,6,6,13.833333333333334,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,127.7,134.0,6,8,6,11.714285714285714,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,122.1,130.0,7,8,7,11.678571428571429,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,153.5,150.0,6,7,6,15.714285714285714,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,Yes,141.4,141.0,0,0,0,0.0,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,135.8,140.0,6,6,6,13.0,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,127.5,138.0,7,7,7,14.485714285714286,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,151.6,130.0,5,9,5,12.285714285714286,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,121.4,133.1,7,12,4,13.375,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,100.0,133.0,8,8,7,11.571428571428571,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,131.5,150.0,8,8,7,12.657142857142857,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,109.3,117.0,5,9,2,10.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,127.9,145.0,6,7,6,13.714285714285714,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,140.0,140.0,14,21,13,13.071428571428571,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,160.0,160.0,6,7,6,15.333333333333334,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,119.8,125.0,6,9,5,11.571428571428571,4,3,Graduate,4,3,Master's Degree,Higher Education - Degree
No,No,No,153.0,133.1,5,10,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,125.0,139.0,7,7,6,12.9,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,103.7,130.0,8,12,5,13.126,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.0,120.0,10,20,4,11.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,146.0,160.0,6,11,3,10.333333333333334,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,116.9,120.0,6,6,6,13.5,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,117.9,130.0,1,1,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.6,124.0,5,5,4,12.0,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,135.0,150.0,8,10,7,11.142857142857142,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,124.6,140.0,5,11,5,11.4,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,124.0,135.0,8,8,7,12.771428571428572,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,129.5,143.0,8,8,7,13.79857142857143,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
Yes,No,No,111.3,100.0,6,7,6,13.333333333333334,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
Yes,No,No,95.0,133.1,6,11,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,131.8,133.1,15,17,14,11.357142857142858,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,119.1,132.0,5,11,0,0.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,125.4,131.0,6,13,6,15.692307692307692,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,Yes,140.7,147.0,18,19,18,15.052631578947368,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,131.9,141.0,10,20,6,11.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,124.0,160.0,8,15,7,11.0,38,1,Enrolled,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,Yes,139.2,135.0,6,6,6,13.0,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,121.8,133.0,8,8,8,12.93875,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,132.9,142.0,0,0,0,0.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.0,130.0,6,6,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,130.1,133.1,7,10,5,13.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,124.5,133.1,7,11,5,12.18,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,162.3,130.0,6,13,3,11.333333333333334,19,38,Dropout,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,137.8,149.0,8,8,7,13.0,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,No,No,119.5,130.0,5,5,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,Yes,No,110.0,150.0,5,13,2,12.5,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,105.0,106.0,6,9,5,11.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,142.8,162.0,0,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.2,120.0,5,5,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.0,133.1,5,9,0,0.0,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,130.0,130.0,5,6,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,121.7,128.0,5,5,5,12.4,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,116.0,124.0,6,8,6,15.5,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,No,No,133.2,133.1,5,13,2,11.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,116.7,114.0,5,7,4,13.333333333333334,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,126.4,140.0,6,8,6,12.666666666666666,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,140.0,160.0,6,6,0,0.0,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,120.3,122.0,5,8,5,12.6,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
Yes,Yes,Yes,118.0,140.0,6,6,6,13.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,149.5,160.0,6,6,6,13.0,37,12,Graduate,37,12,Basic Education - 1st Cycle (4th/5th),11th Year - Other
No,Yes,Yes,130.0,130.0,6,15,6,11.714285714285714,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,Yes,126.3,141.0,6,8,6,12.166666666666666,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,116.2,127.0,5,10,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,126.0,126.0,6,12,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,122.3,131.0,5,6,5,11.5,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,119.5,130.0,5,7,4,11.25,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,131.8,130.0,7,7,7,12.285714285714286,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,130.7,140.0,7,7,7,12.718571428571428,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,140.0,140.0,6,12,5,12.4,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,129.5,140.0,0,0,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,Yes,Yes,130.0,133.1,6,16,1,14.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,114.0,120.0,5,10,3,11.666666666666666,11,11,Dropout,11,11,7th Year (Old Program),7th Year (Old Program)
No,Yes,No,121.0,121.0,6,15,1,13.0,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,Yes,No,116.4,123.0,0,0,0,0.0,3,12,Dropout,3,12,Higher Education - Degree,11th Year - Other
No,Yes,No,121.7,136.0,5,10,0,0.0,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,130.0,136.0,6,13,4,11.5,2,2,Dropout,2,2,Bachelor's Degree,Bachelor's Degree
Yes,Yes,No,120.0,120.0,10,10,7,11.714285714285714,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,125.0,160.0,5,7,5,12.6,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,134.1,125.0,17,19,13,11.642857142857142,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,149.5,146.0,6,8,6,14.875,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,113.2,117.0,5,11,2,10.0,3,3,Enrolled,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,146.0,150.0,5,5,5,14.2,1,4,Enrolled,1,4,Secondary Education - 12th Year,Master's Degree
No,Yes,No,140.0,140.0,6,8,6,12.714285714285714,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,162.4,111.0,12,16,5,11.6,1,3,Dropout,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,136.6,120.0,7,14,5,11.94,2,4,Dropout,2,4,Bachelor's Degree,Master's Degree
No,Yes,No,111.0,111.0,5,10,4,11.6,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,115.7,118.0,7,9,5,12.7,12,1,Enrolled,12,1,11th Year - Other,Secondary Education - 12th Year
No,Yes,No,105.7,106.0,6,6,6,13.333333333333334,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,128.2,120.0,9,13,8,13.333333333333334,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,137.0,151.0,5,5,5,13.4,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,120.0,133.1,6,12,0,0.0,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,120.5,120.0,5,5,2,11.0,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,118.1,120.0,15,17,13,12.0,1,4,Dropout,1,4,Secondary Education - 12th Year,Master's Degree
No,Yes,No,139.0,110.0,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,116.3,133.1,5,5,0,0.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,120.5,118.0,6,12,4,12.5,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,134.9,139.0,6,7,6,13.666666666666666,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,123.0,130.0,5,10,1,10.0,1,3,Dropout,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,No,No,122.9,132.0,6,6,6,11.5,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,100.0,5,7,4,12.25,37,38,Enrolled,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,122.5,120.0,6,11,5,13.6,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,121.5,133.1,5,11,2,10.5,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,132.3,156.0,7,7,6,13.266666666666666,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,131.5,143.0,7,8,7,12.5125,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,128.2,133.1,5,9,0,0.0,34,34,Dropout,34,34,Unknown,Unknown
No,No,No,148.0,140.0,6,14,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,121.5,127.0,7,7,6,13.483333333333334,2,19,Graduate,2,19,Bachelor's Degree,Basic Education - 3rd Cycle
No,Yes,No,135.4,135.0,7,9,6,12.565,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
Yes,No,No,139.0,133.1,6,8,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,113.4,120.0,5,9,3,13.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,150.0,150.0,5,6,5,16.5,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,122.0,123.0,6,7,6,13.166666666666666,37,38,Enrolled,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,150.0,150.0,6,11,6,13.8,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,119.3,133.1,6,7,6,11.166666666666666,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,140.0,130.0,6,0,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,125.0,140.0,6,7,6,12.666666666666666,4,19,Enrolled,4,19,Master's Degree,Basic Education - 3rd Cycle
No,Yes,No,140.7,141.0,5,5,5,12.6,2,1,Graduate,2,1,Bachelor's Degree,Secondary Education - 12th Year
No,Yes,No,100.0,133.1,7,7,5,13.06,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
